state,file_closing_days,file_reach_days,decide_close_days,year
Andhra Pradesh,1000.34085942561,404.3082703519758,0.4236838695746059,2010
Assam,0.0,0.0,0.0,2010
Bihar,0.0,0.0,0.0,2010
Chandigarh,0.0,0.0,0.0,2010
Chattisgarh,0.0,0.0,0.0,2010
DNH at silvasa,0.0,0.0,0.0,2010
Delhi,0.0,0.0,0.0,2010
Diu and daman,0.0,0.0,0.0,2010
Goa,0.0,0.0,0.0,2010
Gujarath,0.0,0.0,0.0,2010
Haryana,0.0,0.0,0.0,2010
Himachal Pradesh,0.0,0.0,0.0,2010
Jammu and kashmir,0.0,0.0,0.0,2010
Jharkhand,0.0,0.0,0.0,2010
Karnataka,790.3720535901193,360.2851999162654,13.26035168515805,2010
Kerala,0.0,0.0,0.0,2010
Ladakh,0.0,0.0,0.0,2010
Madhya Pradesh,0.0,0.0,0.0,2010
Maharashtra,828.6091161630185,114.54193566717508,3.7478410005204585,2010
Manipur,0.0,0.0,0.0,2010
Meghalaya,0.0,0.0,0.0,2010
Mizoram,0.0,0.0,0.0,2010
Orissa,0.0,0.0,0.0,2010
Punjab,0.0,0.0,0.0,2010
Rajasthan,0.0,0.0,0.0,2010
Sikkim,0.0,0.0,0.0,2010
Tamilnadu,0.0,0.0,0.0,2010
Telangana,0.0,0.0,0.0,2010
Tripura,0.0,0.0,0.0,2010
Uttar pradesh,0.0,0.0,0.0,2010
Uttarakhand,0.0,0.0,0.0,2010
West Bengal,0.0,0.0,0.0,2010
Andhra Pradesh,885.3202312138728,246.56466477254173,0.3808040233826459,2011
Assam,893.3290050364736,317.1119166827616,2.431606471645693,2011
Bihar,1563.6037207793086,852.3053012992983,6.083379527601639,2011
Chandigarh,833.9516041694869,156.2685122512522,35.29132259374577,2011
Chattisgarh,1127.9176330011137,379.6628465904462,23.631045813757705,2011
DNH at silvasa,909.1195814648728,101.59790732436473,0.9581464872944694,2011
Delhi,718.2349099503065,100.1618256823625,7.123379158270118,2011
Diu and daman,784.8029197080292,88.2080291970803,0.0,2011
Goa,483.5758259911895,96.20859030837003,20.42852422907489,2011
Gujarath,913.664669795784,382.14665678524375,3.7598196640316206,2011
Haryana,823.9104208450609,279.0565621155175,3.5816886611722536,2011
Himachal Pradesh,1013.2156747652105,315.0763576970192,2.614817272356064,2011
Jammu and kashmir,978.2531541864656,446.5418100387788,0.4436069692500956,2011
Jharkhand,1405.904342673326,596.4412723270973,3.1342800304749003,2011
Karnataka,687.7003782531492,169.726009945746,6.921983443431725,2011
Kerala,883.7127957547339,282.836270000358,15.151121272863945,2011
Ladakh,2526.6666666666665,2243.0,0.0,2011
Madhya Pradesh,833.4785397985844,360.0436257252554,8.950651963249635,2011
Maharashtra,762.8286904994965,89.74535108831813,2.1021756126147912,2011
Manipur,1186.6376146788991,609.8064220183486,0.563302752293578,2011
Meghalaya,687.0967741935484,129.78552746294682,0.037489102005231,2011
Mizoram,551.215625,372.7796875,0.0,2011
Orissa,1595.0635488783184,931.2121854346224,7.432848239375814,2011
Punjab,891.4246336801868,294.7698207080666,2.3786123835815918,2011
Rajasthan,1321.8892189092028,558.8622373454832,5.03735797912221,2011
Sikkim,701.7374701670644,423.48926014319807,2.5632458233890216,2011
Tamilnadu,1077.501884000789,361.01431741960937,0.9950976523969224,2011
Telangana,953.43394134938,285.06488583616226,0.5094963330991004,2011
Tripura,818.2018984094408,216.2612878399179,0.306310928681375,2011
Uttar pradesh,1197.2276875743064,526.3726361039909,14.725859319026156,2011
Uttarakhand,859.698478369523,412.896956739046,5.660215471760982,2011
West Bengal,1152.5561948639547,605.9853418176559,2.315321364378241,2011
Andhra Pradesh,829.9186997118426,190.9558373876861,0.4810584941869678,2012
Assam,752.194067412514,274.96226235061187,1.6491495908971636,2012
Bihar,1237.7116033712634,559.9050164723003,6.551619944620733,2012
Chandigarh,594.1049919317057,111.882671386185,8.375045546822133,2012
Chattisgarh,926.4267105044116,224.37418844681204,1.4249902891071529,2012
DNH at silvasa,853.4828462515883,44.28081321473952,0.0152477763659466,2012
Delhi,655.7375275851198,77.74454208701135,3.828854035308953,2012
Diu and daman,417.8605015673981,44.97884012539185,0.0054858934169279,2012
Goa,433.3123048094941,109.04285782924134,14.602796329217316,2012
Gujarath,728.0556107074108,267.6670815653944,2.673478900635954,2012
Haryana,699.4713501032713,170.06986822761178,2.5089020771513355,2012
Himachal Pradesh,740.865673716612,148.12735577400457,1.6759408201767452,2012
Jammu and kashmir,709.2586427072881,295.99808446593084,0.3536440755267718,2012
Jharkhand,992.1420007908264,337.75835508105973,1.7436773428232504,2012
Karnataka,556.1253104368483,98.85676906583576,4.28031483309681,2012
Kerala,706.9601319021544,214.0489035873292,4.094573588864439,2012
Ladakh,2270.833333333333,1811.5,0.0,2012
Madhya Pradesh,769.7175589885815,277.1390429657877,9.086990553160142,2012
Maharashtra,706.8158287061326,62.82612091415603,1.7646062467803467,2012
Manipur,695.2054478301015,241.50184672206836,1.399353647276085,2012
Meghalaya,644.3426375404531,66.17880258899676,0.3418284789644012,2012
Mizoram,184.46647230320696,94.4408163265306,0.0,2012
Orissa,1212.9804127999168,571.4316982505394,8.808144220021315,2012
Punjab,640.5426853097374,118.08525132356752,1.65302168305957,2012
Rajasthan,954.3093299960098,282.72044836217214,5.286349620923568,2012
Sikkim,392.6090395480226,140.0180790960452,0.9853107344632768,2012
Tamilnadu,926.605286534684,256.39920093085715,1.0182751617114092,2012
Telangana,819.4459154753143,206.3571238432269,0.4810688505081189,2012
Tripura,670.7771423032183,167.68670027142304,0.5941256300891818,2012
Uttar pradesh,898.2681424268578,295.28736664729126,14.119828087295016,2012
Uttarakhand,694.2332246983176,305.83729410728444,3.850171760768079,2012
West Bengal,791.9254117086003,319.18507464982656,2.8386163821948047,2012
Andhra Pradesh,710.9069806167988,158.92132929239105,0.4754490552632163,2013
Assam,524.5819433895388,159.43459415666615,0.7351359562509494,2013
Bihar,823.3647740556668,254.3220235661984,6.825218557484742,2013
Chandigarh,476.9515935678558,77.02095820759787,2.000496052250837,2013
Chattisgarh,904.887543810176,334.37203400072514,0.6532852596382387,2013
DNH at silvasa,534.3474576271186,26.28036723163842,0.0,2013
Delhi,581.9427818543622,72.41908929792923,10.138999440333311,2013
Diu and daman,323.5957620211899,23.54197229013855,0.0089649551752241,2013
Goa,381.72556324285966,87.32557211282597,12.863225119744545,2013
Gujarath,482.4685761974548,130.47852634592087,2.62284179949322,2013
Haryana,573.6154442819579,97.85440261306748,1.855996641155101,2013
Himachal Pradesh,619.8627751572327,112.56652908805032,0.998624213836478,2013
Jammu and kashmir,733.4267137393351,330.46607825831126,0.3106796116504854,2013
Jharkhand,767.6522519709624,267.4242291780501,1.630692373741316,2013
Karnataka,394.5029091950291,49.75710310757104,4.790906487909065,2013
Kerala,588.8582578594444,174.80870906992945,1.7092141644169645,2013
Ladakh,2001.1052631578948,1515.4736842105262,0.0,2013
Madhya Pradesh,579.6541624332563,153.5528091830779,5.95919712920729,2013
Maharashtra,576.2295619816764,51.17490565262558,1.6513108856034415,2013
Manipur,452.4795918367347,126.81276696725202,0.3243948742287613,2013
Meghalaya,445.6886153846154,65.1963076923077,0.1403076923076923,2013
Mizoram,223.90235964198536,116.56143205858422,0.0179007323026851,2013
Orissa,911.753653512576,394.995576756288,5.39286643538595,2013
Punjab,521.3276433356922,65.44671331538812,0.5566497576074232,2013
Rajasthan,631.1810253500339,156.83402981403268,2.2582215004290696,2013
Sikkim,114.73183031741324,16.4559477899733,0.3752595668940967,2013
Tamilnadu,733.1713811097268,162.06937507899536,1.3362295289168156,2013
Telangana,692.0613403837998,164.50901187446988,0.6424538804071247,2013
Tripura,579.2854342452911,102.77703912042956,0.3881360265916645,2013
Uttar pradesh,713.1045602973325,243.3436199437166,10.487638078802863,2013
Uttarakhand,423.5952813304244,88.07728585052321,5.883849138437823,2013
West Bengal,597.6447915622808,229.8078339512977,1.5831370878845576,2013
Andhra Pradesh,544.5642228602105,114.25984174777676,0.3939686763298555,2014
Assam,475.3743153206544,164.89944866476304,0.3018425731372232,2014
Bihar,537.3272736102567,111.15121788023008,4.616224733167136,2014
Chandigarh,372.76076502331046,35.19650526779487,0.182372159612349,2014
Chattisgarh,406.67093929258766,91.26655953960277,0.4809693753620209,2014
DNH at silvasa,598.5692883895131,38.75561797752809,0.0,2014
Delhi,520.770576900659,73.54775733554594,8.598055283170245,2014
Diu and daman,290.14904862579283,40.69978858350952,0.0,2014
Goa,329.36207527975586,86.37208545269583,6.36821973550356,2014
Gujarath,337.6843363089206,60.53282457547211,2.2495668802157227,2014
Haryana,421.6913065582105,52.147596887098665,1.383715928199914,2014
Himachal Pradesh,466.30330811915474,75.8352184834594,0.3190468756652427,2014
Jammu and kashmir,654.80814496544,322.2842020051062,0.2018182950370508,2014
Jharkhand,501.90597214470216,133.86662945704236,1.519411741799821,2014
Karnataka,309.1878494144892,34.77836963737039,3.91415258739649,2014
Kerala,455.6832935589869,122.17308728612004,1.0788139816619329,2014
Ladakh,1457.2592592592594,1102.4814814814815,0.0,2014
Madhya Pradesh,429.94643827921954,91.33083790427304,5.302577847453128,2014
Maharashtra,484.1600279084528,43.355201566233575,1.2468661327658304,2014
Manipur,161.89913250552814,26.244259227759823,0.1975676135397176,2014
Meghalaya,223.37683486238527,26.88807339449541,0.093348623853211,2014
Mizoram,481.02048417132215,270.1992551210428,0.0,2014
Orissa,712.4058469933707,302.21729584550127,4.367499413808539,2014
Punjab,408.59731619962326,32.22832277734777,0.2040592688766267,2014
Rajasthan,524.9274885388111,123.80865555965778,1.3432368083677582,2014
Sikkim,105.68793284365162,13.35299055613851,0.1892969569779643,2014
Tamilnadu,538.8511658559548,104.33898948689784,1.3440043935352268,2014
Telangana,581.307706298417,146.20542270124622,0.8243718423711688,2014
Tripura,525.0131292858338,70.7130791102191,0.4279979929754139,2014
Uttar pradesh,520.9887710694268,165.01830406455835,7.337843400973694,2014
Uttarakhand,334.9454250642058,65.88767248509119,6.01028381143081,2014
West Bengal,575.0713774818104,210.538648415341,0.8856517449747194,2014
Andhra Pradesh,457.34500888591407,91.23409421376972,0.4093429039628868,2015
Assam,380.9197850925557,112.75375579694844,0.4451508966207603,2015
Bihar,374.7392587027298,61.24129226145755,3.048665164037065,2015
Chandigarh,343.0176759528163,13.787171489010792,0.1671506937721845,2015
Chattisgarh,302.5830688560784,54.87668460512396,0.3869647210339911,2015
DNH at silvasa,458.558287073751,37.79064234734338,0.0007930214115781,2015
Delhi,468.6996917604504,67.4720631620691,1.2187659602593297,2015
Diu and daman,214.96369426751596,22.327388535031847,0.0,2015
Goa,340.30816615053186,93.44035276693148,1.753871011175441,2015
Gujarath,288.88523867582813,34.24269967261831,1.0532270735062543,2015
Haryana,331.5556661513374,37.13993943116119,0.6892606789639764,2015
Himachal Pradesh,313.9332105406367,49.5048768235762,0.2317537727358352,2015
Jammu and kashmir,395.0111784700564,180.4971440585906,0.270596068262256,2015
Jharkhand,357.8790235837782,56.55880009560991,1.6042446816986695,2015
Karnataka,257.25936032064857,28.201970785705253,2.844403859540788,2015
Kerala,377.3298820752247,95.4313525556188,1.026162049663197,2015
Ladakh,1115.8103448275865,756.9655172413793,0.0,2015
Madhya Pradesh,363.0495336488445,70.9289117671231,4.804433192415705,2015
Maharashtra,379.4221394408149,31.480049092639668,0.6096281643090892,2015
Manipur,145.51767044617876,15.911574142247092,0.4254159917537918,2015
Meghalaya,167.98429752066116,15.4400826446281,0.0518595041322314,2015
Mizoram,436.41773962804007,217.90844062947068,0.0,2015
Orissa,464.67347360547967,179.63212022202103,3.880378301775381,2015
Punjab,342.63432001655974,17.291585593044918,0.2181872283171186,2015
Rajasthan,435.46193169973657,83.37307644929597,1.3583679193435292,2015
Sikkim,116.00407987975092,10.276358170496028,0.1848829718703027,2015
Tamilnadu,427.3039073344751,73.35930495060408,1.3238917433904522,2015
Telangana,499.8096059942751,121.6643023516866,0.6492044115170904,2015
Tripura,429.6504715633038,48.46651424216443,0.5531104124988092,2015
Uttar pradesh,362.9453492213755,79.75110546466591,8.851792348133007,2015
Uttarakhand,342.4333868152902,45.74704441817261,3.522673534875865,2015
West Bengal,459.35422938871903,135.9438414438649,1.5184627655830902,2015
Andhra Pradesh,352.4577316486161,81.6876316185319,0.3406099578820697,2016
Assam,288.41376333477217,87.91179009681198,0.1299562187827588,2016
Bihar,254.0887586964482,41.35833028194801,3.268912486268766,2016
Chandigarh,313.6800054629883,6.714968587817536,0.0577711007921332,2016
Chattisgarh,211.2264373992477,32.23143471252015,0.1807092960773777,2016
DNH at silvasa,426.7543252595156,18.95155709342561,0.0,2016
Delhi,315.22770790313496,41.62219197797384,0.1668700331643827,2016
Diu and daman,159.65296803652967,20.52054794520548,0.0,2016
Goa,218.44001131861916,47.435483870967744,0.0182512733446519,2016
Gujarath,194.447438574532,26.34123855888601,0.5756753341316788,2016
Haryana,236.99680108999897,27.72411622706337,0.1409667816892022,2016
Himachal Pradesh,241.31118832522583,42.65804957146166,0.0241834607366226,2016
Jammu and kashmir,354.7036397866332,163.392218387198,0.3016943834326953,2016
Jharkhand,256.5438322368421,42.89358552631579,1.5413240131578947,2016
Karnataka,193.5903412849749,25.321745296684007,3.0694590375876127,2016
Kerala,286.05712303834093,84.89029530861855,0.6894664761577272,2016
Ladakh,624.0,353.6666666666667,2.7777777777777777,2016
Madhya Pradesh,233.76989980967429,43.14670161956405,1.591754946672891,2016
Maharashtra,270.2766637472657,23.969441757949834,0.4003453471527538,2016
Manipur,116.5254593175853,10.464304461942255,0.2257217847769028,2016
Meghalaya,122.81035923141188,6.970760233918129,0.0467836257309941,2016
Mizoram,453.618320610687,249.0229007633588,0.0,2016
Orissa,275.96831367764673,88.80239257150603,3.409109394062627,2016
Punjab,268.1383656855404,10.260996870379971,0.1145863333525334,2016
Rajasthan,318.0958833463106,71.89385282786098,1.4739561739693197,2016
Sikkim,93.58608573436402,7.603654251581166,0.0,2016
Tamilnadu,279.15047114574327,53.400413688945314,1.2304619526555984,2016
Telangana,354.9743926836239,104.53695341526152,0.5905401543298086,2016
Tripura,319.99018966644866,28.287115761935905,0.3211249182472204,2016
Uttar pradesh,245.92302120183228,58.12694495004438,6.796618875399394,2016
Uttarakhand,256.2334262131329,37.01014667998528,0.8335523894642763,2016
West Bengal,334.73108502878085,81.28988262951376,0.9949179789459128,2016
Andhra Pradesh,213.4036527089834,57.755896921163455,0.3090837679198761,2017
Assam,158.16984418545732,41.52144033443121,0.0766088168229034,2017
Bihar,173.13518072289156,29.92065060240964,4.7945060240963855,2017
Chandigarh,231.575738789006,2.180615829716884,0.0314114486464145,2017
Chattisgarh,126.98541156005376,18.06100260931446,0.1199493951134656,2017
DNH at silvasa,299.2010869565217,13.097826086956522,0.0,2017
Delhi,195.58688438042088,19.21645674636096,0.1071159212610302,2017
Diu and daman,136.16339869281046,13.947712418300654,0.0,2017
Goa,120.86839481555334,18.519441674975077,0.0029910269192422,2017
Gujarath,146.8329273134113,23.77488450988884,0.3446026418362927,2017
Haryana,176.43650190989,21.417702149201528,0.1251323116572322,2017
Himachal Pradesh,144.00328239345674,29.59217606543263,0.0410568230736117,2017
Jammu and kashmir,203.48368118784143,74.12032497548677,0.0627538870990334,2017
Jharkhand,138.4740367775832,22.42114711033275,0.8095446584938704,2017
Karnataka,134.90871284390985,22.27812525922853,3.3423918152910272,2017
Kerala,217.87629197283167,67.71452394601073,0.2891587194052148,2017
Ladakh,322.8076923076923,63.03846153846154,0.0,2017
Madhya Pradesh,133.17709483982958,21.882880306138556,0.2061602493293356,2017
Maharashtra,173.10154714479327,20.5204261835335,0.3611412613014321,2017
Manipur,78.77621621621621,10.020900900900902,0.2144144144144144,2017
Meghalaya,75.48878576952823,2.0935808197989174,0.1778808971384377,2017
Mizoram,167.92990654205607,73.90186915887851,0.0,2017
Orissa,195.76371192221745,47.50299917669659,2.259497392872545,2017
Punjab,163.9474056867446,9.546178403289318,0.1410754878700172,2017
Rajasthan,143.13787564865328,29.90935961527495,0.6043547681955559,2017
Sikkim,86.30708661417323,7.671541057367829,0.0044994375703037,2017
Tamilnadu,164.13295849630595,34.50486201651456,0.9630052151238592,2017
Telangana,224.84527131782943,82.00349944629015,0.3981395348837209,2017
Tripura,242.91052060737528,32.62310195227766,0.2657266811279826,2017
Uttar pradesh,132.47909106530946,34.64707012099586,2.441949950638,2017
Uttarakhand,171.60087882624563,36.30535488195427,0.2937365010799136,2017
West Bengal,208.7144959384688,41.66208845112428,0.6630498763881804,2017
Andhra Pradesh,102.93505042668735,37.07354538401862,0.2430411171450737,2018
Assam,84.95184313148407,24.74074755352807,0.1009491575307188,2018
Bihar,71.22940441312053,14.608658239259151,2.889835890921756,2018
Chandigarh,204.47976628435404,1.626487773209262,0.0465267258169227,2018
Chattisgarh,47.646601613652685,8.78925358002788,0.0838508004900097,2018
DNH at silvasa,176.34701492537314,19.70522388059701,0.0,2018
Delhi,108.1751471466348,9.960291734197732,0.102128294805084,2018
Diu and daman,81.66158536585365,11.268292682926829,0.0,2018
Goa,55.69484151646986,13.031075201988813,0.0316967060285891,2018
Gujarath,112.2045986164336,20.86789429154432,0.2201662270442442,2018
Haryana,97.08338287073026,18.403893639398238,0.2551671315560839,2018
Himachal Pradesh,51.46327085852479,15.878022974607012,0.0256700927045546,2018
Jammu and kashmir,80.38048388715993,25.990061238831444,0.1668507177994177,2018
Jharkhand,35.68035842762771,4.980181830073909,0.38934310070421,2018
Karnataka,73.67401552499713,15.13891567808898,2.9433425278364145,2018
Kerala,161.3473607102248,54.931984168634656,0.5122889880171434,2018
Ladakh,144.6969696969697,18.626262626262623,0.0,2018
Madhya Pradesh,44.72748109640832,9.086271266540642,0.0794187145557656,2018
Maharashtra,82.6064504607472,13.17309093506679,0.4720265733266662,2018
Manipur,46.43068469991547,7.777261200338123,0.0016906170752324,2018
Meghalaya,54.074803149606296,2.4921259842519685,0.4468503937007874,2018
Mizoram,137.39449541284404,72.09174311926606,0.0,2018
Orissa,89.6977567051164,32.02505130564008,1.2020380723232609,2018
Punjab,91.64969507871224,5.532201894136372,0.4047022486960084,2018
Rajasthan,65.54065636984723,19.801663977198903,0.3562147662258734,2018
Sikkim,46.2992700729927,5.013138686131387,0.0,2018
Tamilnadu,65.72644119105405,16.98935254051515,0.8121167045069025,2018
Telangana,97.38704943055066,44.75725020547141,0.2952330632851943,2018
Tripura,150.77276390008058,40.976631748589845,0.2457695406929895,2018
Uttar pradesh,69.01998880035015,20.760330711499595,2.170472831194243,2018
Uttarakhand,92.55277528167554,30.92147646367595,0.3034492292804313,2018
West Bengal,92.027730978524,17.35858556517361,0.6074672243846705,2018
